FilmoId,WdLien
2995,http://www.wikidata.org/entity/Q1194718
2060,http://www.wikidata.org/entity/Q1196179
384,http://www.wikidata.org/entity/Q1197109
1947,http://www.wikidata.org/entity/Q1197377
152,http://www.wikidata.org/entity/Q1214555
383,http://www.wikidata.org/entity/Q1218520
3050,http://www.wikidata.org/entity/Q1228404
1821,http://www.wikidata.org/entity/Q1230682
3437,http://www.wikidata.org/entity/Q1253891
304,http://www.wikidata.org/entity/Q1278385
16565,http://www.wikidata.org/entity/Q1353837
33364,http://www.wikidata.org/entity/Q1433065
3306,http://www.wikidata.org/entity/Q1454574
22293,http://www.wikidata.org/entity/Q1457483
1487,http://www.wikidata.org/entity/Q1538018
2925,http://www.wikidata.org/entity/Q1542915
259,http://www.wikidata.org/entity/Q1545129
38131,http://www.wikidata.org/entity/Q1551446
2313,http://www.wikidata.org/entity/Q1630422
406,http://www.wikidata.org/entity/Q1631574
2154,http://www.wikidata.org/entity/Q1844413
2872,http://www.wikidata.org/entity/Q2061479
2901,http://www.wikidata.org/entity/Q2142377
19,http://www.wikidata.org/entity/Q2152269
2259,http://www.wikidata.org/entity/Q2293972
22426,http://www.wikidata.org/entity/Q2337953
19304,http://www.wikidata.org/entity/Q2345793
16188,http://www.wikidata.org/entity/Q2369228
2804,http://www.wikidata.org/entity/Q2370719
2829,http://www.wikidata.org/entity/Q2443599
15088,http://www.wikidata.org/entity/Q2607035
15445,http://www.wikidata.org/entity/Q2625053
3038,http://www.wikidata.org/entity/Q2960838
16803,http://www.wikidata.org/entity/Q3064723
3022,http://www.wikidata.org/entity/Q3201531
16727,http://www.wikidata.org/entity/Q3222322
40903,http://www.wikidata.org/entity/Q3222455
41305,http://www.wikidata.org/entity/Q3226425
175,http://www.wikidata.org/entity/Q3228220
4196,http://www.wikidata.org/entity/Q3230793
29107,http://www.wikidata.org/entity/Q3230819
2445,http://www.wikidata.org/entity/Q3319861
37110,http://www.wikidata.org/entity/Q3359260
18708,http://www.wikidata.org/entity/Q3519695
1584,http://www.wikidata.org/entity/Q3520515
408,http://www.wikidata.org/entity/Q3522880
2023,http://www.wikidata.org/entity/Q3532529
33795,http://www.wikidata.org/entity/Q3548922
385,http://www.wikidata.org/entity/Q3549736
23,http://www.wikidata.org/entity/Q3576908
3761,http://www.wikidata.org/entity/Q3696462
38673,http://www.wikidata.org/entity/Q3792942
1755,http://www.wikidata.org/entity/Q3815236
2102,http://www.wikidata.org/entity/Q3823747
31136,http://www.wikidata.org/entity/Q4009735
18393,http://www.wikidata.org/entity/Q4160092
3601,http://www.wikidata.org/entity/Q4660710
27838,http://www.wikidata.org/entity/Q6245383
18990,http://www.wikidata.org/entity/Q7397446
31884,http://www.wikidata.org/entity/Q7569054
1653,http://www.wikidata.org/entity/Q7733025
376,http://www.wikidata.org/entity/Q7884117
190,http://www.wikidata.org/entity/Q12125426
33341,http://www.wikidata.org/entity/Q12132905
15264,http://www.wikidata.org/entity/Q12281522
26414,http://www.wikidata.org/entity/Q19516265
17411,http://www.wikidata.org/entity/Q20649413
16526,http://www.wikidata.org/entity/Q28494871
35155,http://www.wikidata.org/entity/Q47155539
3493,http://www.wikidata.org/entity/Q18439
2611,http://www.wikidata.org/entity/Q46609
1736,http://www.wikidata.org/entity/Q62163
52606,http://www.wikidata.org/entity/Q120231
531,http://www.wikidata.org/entity/Q135465
482,http://www.wikidata.org/entity/Q146673
723,http://www.wikidata.org/entity/Q187276
725,http://www.wikidata.org/entity/Q212775
436,http://www.wikidata.org/entity/Q214723
475,http://www.wikidata.org/entity/Q217189
631,http://www.wikidata.org/entity/Q220780
466,http://www.wikidata.org/entity/Q221354
62207,http://www.wikidata.org/entity/Q232219
599,http://www.wikidata.org/entity/Q232234
478,http://www.wikidata.org/entity/Q239756
463,http://www.wikidata.org/entity/Q265203
6426,http://www.wikidata.org/entity/Q384084
727,http://www.wikidata.org/entity/Q425602
6882,http://www.wikidata.org/entity/Q470584
662,http://www.wikidata.org/entity/Q532006
612,http://www.wikidata.org/entity/Q570847
444,http://www.wikidata.org/entity/Q572440
532,http://www.wikidata.org/entity/Q575014
442,http://www.wikidata.org/entity/Q584509
472,http://www.wikidata.org/entity/Q587498
608,http://www.wikidata.org/entity/Q598109
59800,http://www.wikidata.org/entity/Q643268
5784,http://www.wikidata.org/entity/Q657079
5,http://www.wikidata.org/entity/Q660890
469,http://www.wikidata.org/entity/Q695255
643,http://www.wikidata.org/entity/Q711928
5064,http://www.wikidata.org/entity/Q723416
6057,http://www.wikidata.org/entity/Q760989
589,http://www.wikidata.org/entity/Q785719
629,http://www.wikidata.org/entity/Q841335
590,http://www.wikidata.org/entity/Q910523
465,http://www.wikidata.org/entity/Q921612
634,http://www.wikidata.org/entity/Q928693
520,http://www.wikidata.org/entity/Q937087
5068,http://www.wikidata.org/entity/Q950139
667,http://www.wikidata.org/entity/Q972787
716,http://www.wikidata.org/entity/Q1008351
522,http://www.wikidata.org/entity/Q1055185
451,http://www.wikidata.org/entity/Q1078890
6627,http://www.wikidata.org/entity/Q1120277
424,http://www.wikidata.org/entity/Q1170215
7751,http://www.wikidata.org/entity/Q1185956
471,http://www.wikidata.org/entity/Q1187530
66,http://www.wikidata.org/entity/Q1195571
609,http://www.wikidata.org/entity/Q1215485
65,http://www.wikidata.org/entity/Q1219541
5586,http://www.wikidata.org/entity/Q1366537
488,http://www.wikidata.org/entity/Q1544241
5804,http://www.wikidata.org/entity/Q1709419
649,http://www.wikidata.org/entity/Q1721087
4231,http://www.wikidata.org/entity/Q1737388
648,http://www.wikidata.org/entity/Q1755864
6028,http://www.wikidata.org/entity/Q1783741
5575,http://www.wikidata.org/entity/Q1926164
74,http://www.wikidata.org/entity/Q1961623
59160,http://www.wikidata.org/entity/Q1965498
729,http://www.wikidata.org/entity/Q1969879
6188,http://www.wikidata.org/entity/Q2023544
69627,http://www.wikidata.org/entity/Q2052414
5646,http://www.wikidata.org/entity/Q2053405
6019,http://www.wikidata.org/entity/Q2071501
6014,http://www.wikidata.org/entity/Q2184262
5559,http://www.wikidata.org/entity/Q2230991
6011,http://www.wikidata.org/entity/Q2337429
7018,http://www.wikidata.org/entity/Q2422647
56419,http://www.wikidata.org/entity/Q2521211
45050,http://www.wikidata.org/entity/Q2529705
68,http://www.wikidata.org/entity/Q2592862
576,http://www.wikidata.org/entity/Q2817733
58404,http://www.wikidata.org/entity/Q3020157
577,http://www.wikidata.org/entity/Q3028325
4789,http://www.wikidata.org/entity/Q3206574
64,http://www.wikidata.org/entity/Q3213184
4451,http://www.wikidata.org/entity/Q3221040
7725,http://www.wikidata.org/entity/Q3221651
73100,http://www.wikidata.org/entity/Q3226455
7748,http://www.wikidata.org/entity/Q3235080
72,http://www.wikidata.org/entity/Q3365352
44521,http://www.wikidata.org/entity/Q3452039
6774,http://www.wikidata.org/entity/Q3489537
6018,http://www.wikidata.org/entity/Q3553819
5812,http://www.wikidata.org/entity/Q4172098
575,http://www.wikidata.org/entity/Q4391602
603,http://www.wikidata.org/entity/Q4752658
77238,http://www.wikidata.org/entity/Q4960267
77250,http://www.wikidata.org/entity/Q6675368
6440,http://www.wikidata.org/entity/Q7699999
61304,http://www.wikidata.org/entity/Q7810629
730,http://www.wikidata.org/entity/Q10729295
5743,http://www.wikidata.org/entity/Q12129859
6031,http://www.wikidata.org/entity/Q12137533
47170,http://www.wikidata.org/entity/Q18434658
44829,http://www.wikidata.org/entity/Q24263044
567,http://www.wikidata.org/entity/Q2875
548,http://www.wikidata.org/entity/Q12018
4678,http://www.wikidata.org/entity/Q18401
544,http://www.wikidata.org/entity/Q20475
6012,http://www.wikidata.org/entity/Q25521
7957,http://www.wikidata.org/entity/Q104814
92,http://www.wikidata.org/entity/Q188845
909,http://www.wikidata.org/entity/Q223299
910,http://www.wikidata.org/entity/Q230482
8333,http://www.wikidata.org/entity/Q253566
831,http://www.wikidata.org/entity/Q279378
98425,http://www.wikidata.org/entity/Q313819
81337,http://www.wikidata.org/entity/Q366675
864,http://www.wikidata.org/entity/Q431873
109489,http://www.wikidata.org/entity/Q464530
10791,http://www.wikidata.org/entity/Q492132
1074,http://www.wikidata.org/entity/Q542688
915,http://www.wikidata.org/entity/Q547279
11214,http://www.wikidata.org/entity/Q559429
945,http://www.wikidata.org/entity/Q568239
11091,http://www.wikidata.org/entity/Q623252
784,http://www.wikidata.org/entity/Q645456
106,http://www.wikidata.org/entity/Q648032
113,http://www.wikidata.org/entity/Q675112
11202,http://www.wikidata.org/entity/Q711684
892,http://www.wikidata.org/entity/Q734116
79193,http://www.wikidata.org/entity/Q784284
1068,http://www.wikidata.org/entity/Q874496
8862,http://www.wikidata.org/entity/Q891030
10663,http://www.wikidata.org/entity/Q930154
10674,http://www.wikidata.org/entity/Q939970
83652,http://www.wikidata.org/entity/Q947338
1083,http://www.wikidata.org/entity/Q945679
11329,http://www.wikidata.org/entity/Q953106
1081,http://www.wikidata.org/entity/Q1141075
780,http://www.wikidata.org/entity/Q1169397
9771,http://www.wikidata.org/entity/Q1195797
89,http://www.wikidata.org/entity/Q1367513
7768,http://www.wikidata.org/entity/Q1427730
1098,http://www.wikidata.org/entity/Q1547329
10173,http://www.wikidata.org/entity/Q1601716
959,http://www.wikidata.org/entity/Q1619885
10549,http://www.wikidata.org/entity/Q1759684
8452,http://www.wikidata.org/entity/Q1763497
110,http://www.wikidata.org/entity/Q1813438
10063,http://www.wikidata.org/entity/Q2067152
816,http://www.wikidata.org/entity/Q2089824
888,http://www.wikidata.org/entity/Q2275853
88959,http://www.wikidata.org/entity/Q2320121
97,http://www.wikidata.org/entity/Q2361938
7992,http://www.wikidata.org/entity/Q2368317
8308,http://www.wikidata.org/entity/Q2390637
82,http://www.wikidata.org/entity/Q2477507
960,http://www.wikidata.org/entity/Q2542754
95,http://www.wikidata.org/entity/Q2552456
1024,http://www.wikidata.org/entity/Q2551779
1135,http://www.wikidata.org/entity/Q2564595
91,http://www.wikidata.org/entity/Q2606896
958,http://www.wikidata.org/entity/Q2667789
970,http://www.wikidata.org/entity/Q2675288
10914,http://www.wikidata.org/entity/Q2713325
10004,http://www.wikidata.org/entity/Q2716956
8476,http://www.wikidata.org/entity/Q2906619
10018,http://www.wikidata.org/entity/Q3045436
1082,http://www.wikidata.org/entity/Q3073138
94283,http://www.wikidata.org/entity/Q3149151
78930,http://www.wikidata.org/entity/Q3163604
10813,http://www.wikidata.org/entity/Q3204536
77699,http://www.wikidata.org/entity/Q3208490
9219,http://www.wikidata.org/entity/Q3211245
9,http://www.wikidata.org/entity/Q3213634
8727,http://www.wikidata.org/entity/Q3218699
107975,http://www.wikidata.org/entity/Q3220620
99219,http://www.wikidata.org/entity/Q3225200
9226,http://www.wikidata.org/entity/Q3225536
10027,http://www.wikidata.org/entity/Q3224578
911,http://www.wikidata.org/entity/Q3286621
7994,http://www.wikidata.org/entity/Q3292142
882,http://www.wikidata.org/entity/Q3348516
98,http://www.wikidata.org/entity/Q3358659
11076,http://www.wikidata.org/entity/Q3476377
8641,http://www.wikidata.org/entity/Q3657862
11027,http://www.wikidata.org/entity/Q3817140
7869,http://www.wikidata.org/entity/Q3857238
99432,http://www.wikidata.org/entity/Q4645267
8553,http://www.wikidata.org/entity/Q4767251
102053,http://www.wikidata.org/entity/Q5173055
79224,http://www.wikidata.org/entity/Q6672759
83972,http://www.wikidata.org/entity/Q7044136
10263,http://www.wikidata.org/entity/Q7733812
890,http://www.wikidata.org/entity/Q8034915
7780,http://www.wikidata.org/entity/Q10296231
104321,http://www.wikidata.org/entity/Q15635667
1012,http://www.wikidata.org/entity/Q16252438
105096,http://www.wikidata.org/entity/Q16317138
104153,http://www.wikidata.org/entity/Q16641860
10699,http://www.wikidata.org/entity/Q25209679
10218,http://www.wikidata.org/entity/Q30608744
109624,http://www.wikidata.org/entity/Q39048922
78085,http://www.wikidata.org/entity/Q59724890
99307,http://www.wikidata.org/entity/Q64707740
81319,http://www.wikidata.org/entity/Q64897176
97835,http://www.wikidata.org/entity/Q595
8537,http://www.wikidata.org/entity/Q25468
792,http://www.wikidata.org/entity/Q63009
1136,http://www.wikidata.org/entity/Q103474
1391,http://www.wikidata.org/entity/Q189054
1537,http://www.wikidata.org/entity/Q233464
1357,http://www.wikidata.org/entity/Q251559
11743,http://www.wikidata.org/entity/Q304609
1509,http://www.wikidata.org/entity/Q329434
1319,http://www.wikidata.org/entity/Q331738
14770,http://www.wikidata.org/entity/Q465009
1526,http://www.wikidata.org/entity/Q510657
13620,http://www.wikidata.org/entity/Q520462
12054,http://www.wikidata.org/entity/Q583407
11923,http://www.wikidata.org/entity/Q613290
1355,http://www.wikidata.org/entity/Q645094
14112,http://www.wikidata.org/entity/Q646569
13930,http://www.wikidata.org/entity/Q652114
119,http://www.wikidata.org/entity/Q666017
14053,http://www.wikidata.org/entity/Q704708
1392,http://www.wikidata.org/entity/Q776302
14605,http://www.wikidata.org/entity/Q787765
1342,http://www.wikidata.org/entity/Q826462
1358,http://www.wikidata.org/entity/Q839341
14,http://www.wikidata.org/entity/Q865580
1202,http://www.wikidata.org/entity/Q942453
1274,http://www.wikidata.org/entity/Q945138
12297,http://www.wikidata.org/entity/Q947995
14576,http://www.wikidata.org/entity/Q958007
1307,http://www.wikidata.org/entity/Q977372
1326,http://www.wikidata.org/entity/Q1093085
131,http://www.wikidata.org/entity/Q1117460
14578,http://www.wikidata.org/entity/Q1118851
1415,http://www.wikidata.org/entity/Q1163628
14511,http://www.wikidata.org/entity/Q1168667
15463,http://www.wikidata.org/entity/Q1211306
138,http://www.wikidata.org/entity/Q1211737
123,http://www.wikidata.org/entity/Q1214679
1381,http://www.wikidata.org/entity/Q1217194
133,http://www.wikidata.org/entity/Q1219569
1296,http://www.wikidata.org/entity/Q1304574
1278,http://www.wikidata.org/entity/Q1332299
1376,http://www.wikidata.org/entity/Q1347278
1500,http://www.wikidata.org/entity/Q1348423
1306,http://www.wikidata.org/entity/Q1481423
1524,http://www.wikidata.org/entity/Q1499692
14499,http://www.wikidata.org/entity/Q1553672
1209,http://www.wikidata.org/entity/Q1570275
11883,http://www.wikidata.org/entity/Q1618878
1290,http://www.wikidata.org/entity/Q1628022
12455,http://www.wikidata.org/entity/Q1754564
14130,http://www.wikidata.org/entity/Q1762810
1418,http://www.wikidata.org/entity/Q1764086
11719,http://www.wikidata.org/entity/Q1787422
1390,http://www.wikidata.org/entity/Q1823121
1443,http://www.wikidata.org/entity/Q1919594
14931,http://www.wikidata.org/entity/Q2069423
1275,http://www.wikidata.org/entity/Q2096569
12065,http://www.wikidata.org/entity/Q2318153
1414,http://www.wikidata.org/entity/Q2364018
1149,http://www.wikidata.org/entity/Q2531368
11582,http://www.wikidata.org/entity/Q2721711
11661,http://www.wikidata.org/entity/Q2884910
15122,http://www.wikidata.org/entity/Q3094722
15604,http://www.wikidata.org/entity/Q3122959
11805,http://www.wikidata.org/entity/Q3138634
15207,http://www.wikidata.org/entity/Q3141516
128,http://www.wikidata.org/entity/Q3160388
13918,http://www.wikidata.org/entity/Q3205698
1489,http://www.wikidata.org/entity/Q3211102
12663,http://www.wikidata.org/entity/Q3225454
1201,http://www.wikidata.org/entity/Q3227198
1434,http://www.wikidata.org/entity/Q3235132
13925,http://www.wikidata.org/entity/Q3293261
1186,http://www.wikidata.org/entity/Q3345534
13899,http://www.wikidata.org/entity/Q3363251
1481,http://www.wikidata.org/entity/Q3423326
15173,http://www.wikidata.org/entity/Q3466749
1298,http://www.wikidata.org/entity/Q3561653
15540,http://www.wikidata.org/entity/Q3578839
14507,http://www.wikidata.org/entity/Q3747088
15035,http://www.wikidata.org/entity/Q3750955
14995,http://www.wikidata.org/entity/Q3822867
1144,http://www.wikidata.org/entity/Q4269760
1254,http://www.wikidata.org/entity/Q4659555
15452,http://www.wikidata.org/entity/Q5299683
15128,http://www.wikidata.org/entity/Q5554601
15454,http://www.wikidata.org/entity/Q6083550
1520,http://www.wikidata.org/entity/Q6419759
14280,http://www.wikidata.org/entity/Q7565054
1516,http://www.wikidata.org/entity/Q7729429
1396,http://www.wikidata.org/entity/Q7731208
11896,http://www.wikidata.org/entity/Q7782704
12062,http://www.wikidata.org/entity/Q7797968
1448,http://www.wikidata.org/entity/Q7799025
13690,http://www.wikidata.org/entity/Q9144561
13574,http://www.wikidata.org/entity/Q12124784
15257,http://www.wikidata.org/entity/Q12124980
1210,http://www.wikidata.org/entity/Q12125065
13399,http://www.wikidata.org/entity/Q22947410
14986,http://www.wikidata.org/entity/Q27890517
14993,http://www.wikidata.org/entity/Q28496662
13480,http://www.wikidata.org/entity/Q60884566
332,http://www.wikidata.org/entity/Q109564
301,http://www.wikidata.org/entity/Q110043
2460,http://www.wikidata.org/entity/Q129873
2350,http://www.wikidata.org/entity/Q139258
323,http://www.wikidata.org/entity/Q163038
31,http://www.wikidata.org/entity/Q177519
254,http://www.wikidata.org/entity/Q192409
325,http://www.wikidata.org/entity/Q205694
23314,http://www.wikidata.org/entity/Q218290
3292,http://www.wikidata.org/entity/Q249235
3187,http://www.wikidata.org/entity/Q323306
2289,http://www.wikidata.org/entity/Q463869
2737,http://www.wikidata.org/entity/Q471169
309,http://www.wikidata.org/entity/Q486826
313,http://www.wikidata.org/entity/Q497005
326,http://www.wikidata.org/entity/Q497311
319,http://www.wikidata.org/entity/Q499031
312,http://www.wikidata.org/entity/Q500044
330,http://www.wikidata.org/entity/Q502091
2276,http://www.wikidata.org/entity/Q528473
3313,http://www.wikidata.org/entity/Q533638
3185,http://www.wikidata.org/entity/Q560800
2532,http://www.wikidata.org/entity/Q567519
3143,http://www.wikidata.org/entity/Q589871
2556,http://www.wikidata.org/entity/Q604424
